Path,Read,Write,Deny
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\PC Receipt Feb 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\PC Receipt Jan 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\PC Receipt Mar 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Petty Cash reconciliation Broome 3.5.2017.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Petty Cash reconciliation Broome April 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Petty Cash reconciliation Broome Feb 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Petty Cash reconciliation Broome Jan 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Petty Cash reconciliation Broome March 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Petty Cash reconciliation Broome May 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Stat Dec June 2018 EV.jpg","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Thumbs.db","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\toner receipt Jan17.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\Vehicle Fuel receipts April 2017.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018\YMHFA invoice-57079.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2017-2018 Liability Certificate of Currency - $20m.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt August 2018 1.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt August 2018 2.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt August 2018 3.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt August 2018 4.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt August 2018 5.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt August 2018 6.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt August 2018 7.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC Receipt Dec 2018 1.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC Receipt Dec 2018 2.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC Receipt Dec 2018 3.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt July 2018 1.jpg","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt July 2018 2.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC Receipt Mar 2019.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC Receipt Nov 2018 1.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC Receipt Nov 2018 2.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC Receipt Nov 2018 3.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC Receipt Nov 2018 4.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt Oct 2018 1.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt Oct 2018 2.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt Oct 2018 3.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\CC receipt September 2018 1.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\Fuel receipts Nov- Dec 2018.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\PC Receipt Jan 2019 1.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\PC receipt Mar 2019.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\PC receipts Jan 2019 1.msg","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\PC Receipts July 1.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\PC Receipts July 2.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\PC Receipts July 3.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
"S:\Child, Youth and Family Services\Archive\20 - Broome\Office Management\10 - Admin\10 - Finance\2018-2019\PC Receipts July 4.pdf","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read Only), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR","Administrators, ARAFMI\Domain Admins, ARAFMI\GS-Broome (Full Control), ARAFMI\GS-Broome (Read-Write), ARAFMI\GS-ClientIntake (Read-Write), ARAFMI\GS-Services (Full Control), NT AUTHORITY\IUSR",
